sample,pulse1,pulse2,triangle,noise,dmc,mixed
16957,0,0,0.8,0,0.992126,0.334585
16958,0,0,0.8,1,0.992126,0.433385
16959,0,0,0.8,1,0.992126,0.433385
16960,0,0,0.8,0,0.992126,0.334585
16961,0,0,0.8,1,0.992126,0.433385
16962,0,0,0.8,0,0.992126,0.334585
16963,0,0,0.8,1,0.992126,0.433385
16964,0,0,0.8,0,0.992126,0.334585
16965,0,0,0.8,0,0.992126,0.334585
16966,0,0,0.8,1,0.992126,0.433385
16967,0,0,0.8,0,0.992126,0.334585
16968,0,0,0.8,1,0.992126,0.433385
16969,0,0,0.8,1,0.992126,0.433385
16970,0,0,0.8,1,0.992126,0.433385
16971,0,0,0.733333,1,0.992126,0.422038
16972,0,0,0.733333,0,0.992126,0.323239
16973,0,0,0.733333,0,0.992126,0.323239
16974,0,0,0.733333,0,0.992126,0.323239
16975,0,0,0.733333,0,0.992126,0.323239
16976,0,0,0.733333,0,0.992126,0.323239
16977,0,0,0.733333,0,0.992126,0.323239
16978,0,0,0.733333,0,0.992126,0.323239
16979,0,0,0.733333,0,0.992126,0.323239
16980,0,0,0.733333,0,0.992126,0.323239
16981,0,0,0.733333,1,0.992126,0.422038
16982,0,0,0.733333,0,0.992126,0.323239
16983,0,0,0.733333,1,0.992126,0.422038
16984,0,0,0.733333,0,0.992126,0.323239
16985,0,0,0.733333,1,0.992126,0.422038
16986,0,0,0.733333,1,0.992126,0.422038
16987,0,0,0.733333,1,0.992126,0.422038
16988,0,0,0.733333,1,0.992126,0.422038
16989,0,0,0.733333,1,0.992126,0.422038
16990,0,0,0.733333,1,0.992126,0.422038
16991,0,0,0.733333,1,0.992126,0.422038
16992,0,0,0.733333,1,0.992126,0.422038
16993,0,0,0.733333,0,0.992126,0.323239
16994,0,0,0.733333,1,0.992126,0.422038
16995,0,0,0.666667,0,0.992126,0.311892
16996,0,0,0.666667,0,0.992126,0.311892
16997,0,0,0.666667,0,0.992126,0.311892
16998,0,0,0.666667,1,0.992126,0.410692
16999,0,0,0.666667,1,0.992126,0.410692
17000,0,0,0.666667,1,0.992126,0.410692
17001,0,0,0.666667,1,0.992126,0.410692
17002,0,0,0.666667,1,0.992126,0.410692
17003,0,0,0.666667,1,0.992126,0.410692
17004,0,0,0.666667,0,0.992126,0.311892
17005,0,0,0.666667,1,0.992126,0.410692
17006,0,0,0.666667,0,0.992126,0.311892
17007,0,0,0.666667,0,0.992126,0.311892
17008,0,0,0.666667,1,0.992126,0.410692
17009,0,0,0.666667,0,0.992126,0.311892
17010,0,0,0.666667,1,0.992126,0.410692
17011,0,0,0.666667,1,0.992126,0.410692
17012,0,0,0.666667,1,0.992126,0.410692
17013,0,0,0.666667,1,0.992126,0.410692
17014,0,0,0.666667,1,0.992126,0.410692
17015,0,0,0.666667,1,0.992126,0.410692
17016,0,0,0.666667,0,0.992126,0.311892
17017,0,0,0.666667,0,0.992126,0.311892
17018,0,0,0.666667,0,0.992126,0.311892
17019,0,0,0.6,1,0.992126,0.399345
17020,0,0,0.6,1,0.992126,0.399345
17021,0,0,0.6,0,0.992126,0.300545
17022,0,0,0.6,0,0.992126,0.300545
17023,0,0,0.6,1,0.992126,0.399345
17024,0,0,0.6,1,0.992126,0.399345
17025,0,0,0.6,1,0.992126,0.399345
17026,0,0,0.6,1,0.992126,0.399345
17027,0,0,0.6,1,0.992126,0.399345
17028,0,0,0.6,0,0.992126,0.300545
17029,0,0,0.6,1,0.992126,0.399345
17030,0,0,0.6,1,0.992126,0.399345
17031,0,0,0.6,0,0.992126,0.300545
17032,0,0,0.6,0,0.992126,0.300545
17033,0,0.6,0.6,0,0.992126,0.390785
17034,0,0.6,0.6,1,0.992126,0.489585
17035,0,0.6,0.6,0,0.992126,0.390785
17036,0,0.6,0.6,1,0.992126,0.489585
17037,0,0.6,0.6,1,0.992126,0.489585
17038,0,0.6,0.6,1,0.992126,0.489585
17039,0,0.6,0.6,1,0.992126,0.489585
17040,0,0.6,0.6,0,0.992126,0.390785
17041,0,0.6,0.6,0,0.992126,0.390785
17042,0,0.6,0.6,1,0.992126,0.489585
17043,0,0.6,0.533333,1,0.992126,0.478239
17044,0,0.6,0.533333,1,0.992126,0.478239
17045,0,0.6,0.533333,1,0.992126,0.478239
17046,0,0.6,0.533333,0,0.992126,0.379439
17047,0,0.6,0.533333,0,0.992126,0.379439
17048,0,0.6,0.533333,1,0.992126,0.478239
17049,0,0.6,0.533333,1,0.992126,0.478239
17050,0,0.6,0.533333,1,0.992126,0.478239
17051,0,0.6,0.533333,1,0.992126,0.478239
17052,0,0.6,0.533333,0,0.992126,0.379439
17053,0,0.6,0.533333,1,0.992126,0.478239
17054,0,0.6,0.533333,0,0.992126,0.379439
17055,0,0.6,0.533333,0,0.992126,0.379439
17056,0,0.6,0.533333,1,0.992126,0.478239
17057,0,0.6,0.533333,1,0.992126,0.478239
17058,0,0.6,0.533333,0,0.992126,0.379439
17059,0,0.6,0.533333,1,0.992126,0.478239
17060,0,0.6,0.533333,0,0.992126,0.379439
17061,0,0.6,0.533333,1,0.992126,0.478239
17062,0,0.6,0.533333,1,0.992126,0.478239
17063,0,0.6,0.533333,1,0.992126,0.478239
17064,0,0.6,0.533333,0,0.992126,0.379439
17065,0,0.6,0.533333,0,0.992126,0.379439
17066,0,0.6,0.533333,1,0.992126,0.478239
17067,0,0.6,0.466667,1,0.992126,0.466892
17068,0,0.6,0.466667,0,0.992126,0.368092
17069,0,0.6,0.466667,1,0.992126,0.466892
17070,0,0.6,0.466667,0,0.992126,0.368092
17071,0,0.6,0.466667,1,0.992126,0.466892
17072,0,0.6,0.466667,0,0.992126,0.368092
17073,0,0.6,0.466667,0,0.992126,0.368092
17074,0,0.6,0.466667,1,0.992126,0.466892
17075,0,0.6,0.466667,1,0.992126,0.466892
17076,0,0.6,0.466667,1,0.992126,0.466892
17077,0,0.6,0.466667,1,0.992126,0.466892
17078,0,0.6,0.466667,0,0.992126,0.368092
17079,0,0.6,0.466667,1,0.992126,0.466892
17080,0,0.6,0.466667,0,0.992126,0.368092
17081,0,0.6,0.466667,0,0.992126,0.368092
17082,0,0.6,0.466667,1,0.992126,0.466892
17083,0,0.6,0.466667,0,0.992126,0.368092
17084,0,0.6,0.466667,0,0.992126,0.368092
17085,0,0.6,0.466667,1,0.992126,0.466892
17086,0,0.6,0.466667,0,0.992126,0.368092
17087,0,0.533333,0.466667,0,0.992126,0.358065
17088,0,0.533333,0.466667,0,0.992126,0.358065
17089,0,0.533333,0.466667,1,0.992126,0.456865
17090,0,0.533333,0.466667,0,0.992126,0.358065
17091,0,0.533333,0.4,0,0.992126,0.346718
17092,0,0.533333,0.4,0,0.992126,0.346718
17093,0,0.533333,0.4,1,0.992126,0.445518
17094,0,0.533333,0.4,0,0.992126,0.346718
17095,0,0.533333,0.4,0,0.992126,0.346718
17096,0,0.533333,0.4,1,0.992126,0.445518
17097,0,0.533333,0.4,0,0.992126,0.346718
17098,0,0.533333,0.4,0,0.992126,0.346718
17099,0,0.533333,0.4,0,0.992126,0.346718
17100,0,0.533333,0.4,1,0.992126,0.445518
17101,0,0.533333,0.4,0,0.992126,0.346718
17102,0,0.533333,0.4,0,0.992126,0.346718
17103,0,0.533333,0.4,1,0.992126,0.445518
17104,0,0.533333,0.4,0,0.992126,0.346718
17105,0,0.533333,0.4,1,0.992126,0.445518
17106,0,0.533333,0.4,0,0.992126,0.346718
17107,0,0.533333,0.4,1,0.992126,0.445518
17108,0,0.533333,0.4,0,0.992126,0.346718
17109,0,0.533333,0.4,1,0.992126,0.445518
17110,0,0.533333,0.4,1,0.992126,0.445518
17111,0,0.533333,0.4,1,0.992126,0.445518
17112,0,0.533333,0.4,0,0.992126,0.346718
17113,0,0.533333,0.4,0,0.992126,0.346718
17114,0,0.533333,0.4,1,0.992126,0.445518
17115,0,0.533333,0.333333,1,0.992126,0.434172
17116,0,0.533333,0.333333,0,0.992126,0.335372
17117,0,0.533333,0.333333,0,0.992126,0.335372
17118,0,0.533333,0.333333,0,0.992126,0.335372
17119,0,0.533333,0.333333,0,0.992126,0.335372
17120,0,0.533333,0.333333,0,0.992126,0.335372
17121,0,0.533333,0.333333,0,0.992126,0.335372
17122,0,0.533333,0.333333,1,0.992126,0.434172
17123,0,0.533333,0.333333,1,0.992126,0.434172
17124,0,0.533333,0.333333,0,0.992126,0.335372
17125,0,0.533333,0.333333,1,0.992126,0.434172
17126,0,0.533333,0.333333,0,0.992126,0.335372
17127,0,0.533333,0.333333,0,0.992126,0.335372
17128,0,0.533333,0.333333,0,0.992126,0.335372
17129,0,0.533333,0.333333,1,0.992126,0.434172
17130,0,0.533333,0.333333,1,0.992126,0.434172
17131,0,0.533333,0.333333,1,0.992126,0.434172
17132,0,0.533333,0.333333,0,0.992126,0.335372
17133,0,0.533333,0.333333,0,0.992126,0.335372
17134,0,0.533333,0.333333,0,0.992126,0.335372
17135,0,0.533333,0.333333,1,0.992126,0.434172
17136,0,0.533333,0.333333,0,0.992126,0.335372
17137,0,0.533333,0.333333,0,0.992126,0.335372
17138,0,0.533333,0.333333,1,0.992126,0.434172
17139,0,0.533333,0.266667,1,0.992126,0.422825
17140,0,0.533333,0.266667,1,0.992126,0.422825
17141,0,0.533333,0.266667,0,0.992126,0.324025
17142,0,0.533333,0.266667,1,0.992126,0.422825
17143,0,0.533333,0.266667,1,0.992126,0.422825
17144,0,0.533333,0.266667,0,0.992126,0.324025
17145,0,0.533333,0.266667,1,0.992126,0.422825
17146,0,0.533333,0.266667,1,0.992126,0.422825
17147,0,0.533333,0.266667,0,0.992126,0.324025
17148,0,0.533333,0.266667,1,0.992126,0.422825
17149,0,0.533333,0.266667,1,0.992126,0.422825
17150,0,0.533333,0.266667,0,0.992126,0.324025
17151,0,0.533333,0.266667,1,0.992126,0.422825
17152,0,0.533333,0.266667,1,0.992126,0.422825
17153,0,0.533333,0.266667,0,0.992126,0.324025
17154,0,0.533333,0.266667,1,0.992126,0.422825
17155,0,0.533333,0.266667,1,0.992126,0.422825
17156,0,0.533333,0.266667,0,0.992126,0.324025
17157,0,0.533333,0.266667,0,0.992126,0.324025
17158,0,0.533333,0.266667,1,0.992126,0.422825
17159,0,0.533333,0.266667,0,0.992126,0.324025
17160,0,0.533333,0.266667,0,0.992126,0.324025
17161,0,0.533333,0.266667,1,0.992126,0.422825
17162,0,0.533333,0.266667,0,0.992126,0.324025
17163,0,0.533333,0.2,0,0.992126,0.312679
17164,0,0.533333,0.2,1,0.992126,0.411479
17165,0,0.533333,0.2,1,0.992126,0.411479
17166,0,0.533333,0.2,0,0.992126,0.312679
17167,0,0.533333,0.2,1,0.992126,0.411479
17168,0,0.533333,0.2,0,0.992126,0.312679
17169,0,0.533333,0.2,1,0.992126,0.411479
17170,0,0.533333,0.2,0,0.992126,0.312679
17171,0,0.533333,0.2,0,0.992126,0.312679
17172,0,0.533333,0.2,0,0.992126,0.312679
17173,0,0.533333,0.2,0,0.992126,0.312679
17174,0,0.533333,0.2,0,0.992126,0.312679
17175,0,0.533333,0.2,1,0.992126,0.411479
17176,0,0.533333,0.2,0,0.992126,0.312679
17177,0,0.533333,0.2,0,0.992126,0.312679
17178,0,0.533333,0.2,0,0.992126,0.312679
17179,0,0.533333,0.2,0,0.992126,0.312679
17180,0,0.533333,0.2,0,0.992126,0.312679
17181,0,0.533333,0.2,0,0.992126,0.312679
17182,0,0.533333,0.2,1,0.992126,0.411479
17183,0,0.533333,0.2,1,0.992126,0.411479
17184,0,0.533333,0.2,1,0.992126,0.411479
17185,0,0.533333,0.2,1,0.992126,0.411479
17186,0,0.533333,0.2,1,0.992126,0.411479
17187,0,0.533333,0.133333,0,0.992126,0.301332
17188,0,0.533333,0.133333,1,0.992126,0.400132
17189,0,0.533333,0.133333,1,0.992126,0.400132
17190,0,0.533333,0.133333,1,0.992126,0.400132
17191,0,0.533333,0.133333,1,0.992126,0.400132
17192,0,0.533333,0.133333,1,0.992126,0.400132
17193,0,0.533333,0.133333,1,0.992126,0.400132
17194,0,0.533333,0.133333,0,0.992126,0.301332
17195,0,0.533333,0.133333,1,0.992126,0.400132
17196,0,0.533333,0.133333,1,0.992126,0.400132
17197,0,0.533333,0.133333,1,0.992126,0.400132
17198,0,0.533333,0.133333,0,0.992126,0.301332
17199,0,0.533333,0.133333,1,0.992126,0.400132
17200,0,0.533333,0.133333,0,0.992126,0.301332
17201,0,0.533333,0.133333,1,0.992126,0.400132
17202,0,0.533333,0.133333,1,0.992126,0.400132
17203,0,0.533333,0.133333,1,0.992126,0.400132
17204,0,0.533333,0.133333,1,0.992126,0.400132
17205,0,0.533333,0.133333,1,0.992126,0.400132
17206,0,0.533333,0.133333,0,0.992126,0.301332
17207,0,0.533333,0.133333,0,0.992126,0.301332
17208,0,0.533333,0.133333,1,0.992126,0.400132
17209,0,0.533333,0.133333,1,0.992126,0.400132
17210,0,0.533333,0.133333,0,0.992126,0.301332
17211,0,0.533333,0.0666667,0,0.992126,0.289985
17212,0,0.533333,0.0666667,0,0.992126,0.289985
17213,0,0.533333,0.0666667,0,0.992126,0.289985
17214,0,0.533333,0.0666667,1,0.992126,0.388785
17215,0,0.533333,0.0666667,1,0.992126,0.388785
17216,0,0.533333,0.0666667,1,0.992126,0.388785
17217,0,0.533333,0.0666667,1,0.992126,0.388785
17218,0,0.533333,0.0666667,0,0.992126,0.289985
17219,0,0.533333,0.0666667,1,0.992126,0.388785
17220,0,0.533333,0.0666667,0,0.992126,0.289985
17221,0,0.533333,0.0666667,1,0.992126,0.388785
17222,0,0.533333,0.0666667,0,0.992126,0.289985
17223,0,0.533333,0.0666667,1,0.992126,0.388785
17224,0,0.533333,0.0666667,1,0.992126,0.388785
17225,0,0.533333,0.0666667,1,0.992126,0.388785
17226,0,0.533333,0.0666667,1,0.992126,0.388785
17227,0,0.533333,0.0666667,1,0.992126,0.388785
17228,0,0.533333,0.0666667,1,0.992126,0.388785
17229,0,0.533333,0.0666667,1,0.992126,0.388785
17230,0,0.533333,0.0666667,0,0.992126,0.289985
17231,0,0.533333,0.0666667,0,0.992126,0.289985
17232,0,0.533333,0.0666667,0,0.992126,0.289985
17233,0,0.533333,0.0666667,1,0.992126,0.388785
17234,0,0.533333,0.0666667,0,0.992126,0.289985
17235,0,0.533333,0,0,0.992126,0.278639
17236,0,0.533333,0,1,0.992126,0.377439
17237,0,0.533333,0,0,0.992126,0.278639
17238,0,0.533333,0,0,0.992126,0.278639
17239,0,0.533333,0,1,0.992126,0.377439
17240,0,0.533333,0,1,0.992126,0.377439
17241,0,0.533333,0,1,0.992126,0.377439
17242,0,0.533333,0,0,0.992126,0.278639
17243,0,0.533333,0,1,0.992126,0.377439
17244,0,0.533333,0,1,0.992126,0.377439
17245,0,0.533333,0,0,0.992126,0.278639
17246,0,0.533333,0,0,0.992126,0.278639
17247,0,0.533333,0,1,0.992126,0.377439
17248,0,0.533333,0,0,0.992126,0.278639
17249,0,0.533333,0,0,0.992126,0.278639
17250,0,0.533333,0,1,0.992126,0.377439
17251,0,0.533333,0,0,0.992126,0.278639
17252,0,0.533333,0,1,0.992126,0.377439
17253,0,0.533333,0,1,0.992126,0.377439
17254,0,0.533333,0,0,0.992126,0.278639
17255,0,0.533333,0,1,0.992126,0.377439
17256,0,0.533333,0,1,0.992126,0.377439
17257,0,0.533333,0,0,0.992126,0.278639
17258,0,0.533333,0,1,0.992126,0.377439
17259,0,0.533333,0,0,0.992126,0.278639
17260,0,0.533333,0,0,0.992126,0.278639
17261,0,0.533333,0,0,0.992126,0.278639
17262,0,0.533333,0,0,0.992126,0.278639
17263,0,0.533333,0,0,0.992126,0.278639
17264,0,0.533333,0,0,0.992126,0.278639
17265,0,0.533333,0,0,0.992126,0.278639
17266,0,0.533333,0,1,0.992126,0.377439
17267,0,0.533333,0,0,0.992126,0.278639
17268,0,0.533333,0,1,0.992126,0.377439
17269,0,0.533333,0,0,0.992126,0.278639
17270,0,0.533333,0,0,0.992126,0.278639
17271,0,0.533333,0,1,0.992126,0.377439
17272,0,0.533333,0,1,0.992126,0.377439
17273,0,0.533333,0,1,0.992126,0.377439
17274,0,0.533333,0,1,0.992126,0.377439
17275,0,0.533333,0,1,0.992126,0.377439
17276,0,0.533333,0,0,0.992126,0.278639
17277,0,0.533333,0,0,0.992126,0.278639
17278,0,0.533333,0,0,0.992126,0.278639
17279,0,0.533333,0,0,0.992126,0.278639
17280,0,0.533333,0,0,0.992126,0.278639
17281,0,0.533333,0,0,0.992126,0.278639
17282,0,0.533333,0,1,0.992126,0.377439
17283,0,0.533333,0.0666667,0,0.992126,0.289985
17284,0,0.533333,0.0666667,1,0.992126,0.388785
17285,0,0.533333,0.0666667,1,0.992126,0.388785
17286,0,0.533333,0.0666667,1,0.992126,0.388785
17287,0,0.533333,0.0666667,1,0.992126,0.388785
17288,0,0.533333,0.0666667,0,0.992126,0.289985
17289,0,0.533333,0.0666667,1,0.992126,0.388785
17290,0,0.533333,0.0666667,1,0.992126,0.388785
17291,0,0.533333,0.0666667,1,0.992126,0.388785
17292,0,0.533333,0.0666667,1,0.992126,0.388785
17293,0,0.533333,0.0666667,0,0.992126,0.289985
17294,0,0.533333,0.0666667,1,0.992126,0.388785
17295,0,0.533333,0.0666667,0,0.992126,0.289985
17296,0,0.533333,0.0666667,0,0.992126,0.289985
17297,0,0.533333,0.0666667,1,0.992126,0.388785
17298,0,0.533333,0.0666667,1,0.992126,0.388785
17299,0,0.533333,0.0666667,1,0.992126,0.388785
17300,0,0.533333,0.0666667,0,0.992126,0.289985
17301,0,0.533333,0.0666667,0,0.992126,0.289985
17302,0,0.533333,0.0666667,1,0.992126,0.388785
17303,0,0.533333,0.0666667,1,0.992126,0.388785
17304,0,0.533333,0.0666667,1,0.992126,0.388785
17305,0,0.533333,0.0666667,0,0.992126,0.289985
17306,0,0.533333,0.0666667,0,0.992126,0.289985
17307,0,0.533333,0.133333,0,0.992126,0.301332
17308,0,0.533333,0.133333,1,0.992126,0.400132
17309,0,0.533333,0.133333,0,0.992126,0.301332
17310,0,0.533333,0.133333,1,0.992126,0.400132
17311,0,0.533333,0.133333,1,0.992126,0.400132
17312,0,0.533333,0.133333,0,0.992126,0.301332
17313,0,0.533333,0.133333,1,0.992126,0.400132
17314,0,0.533333,0.133333,0,0.992126,0.301332
17315,0,0.533333,0.133333,1,0.992126,0.400132
17316,0,0.533333,0.133333,1,0.992126,0.400132
17317,0,0.533333,0.133333,0,0.992126,0.301332
17318,0,0.533333,0.133333,1,0.992126,0.400132
17319,0,0.533333,0.133333,1,0.992126,0.400132
17320,0,0.533333,0.133333,0,0.992126,0.301332
17321,0,0.533333,0.133333,0,0.992126,0.301332
17322,0,0.533333,0.133333,1,0.992126,0.400132
17323,0,0.533333,0.133333,1,0.992126,0.400132
17324,0,0.533333,0.133333,0,0.992126,0.301332
17325,0,0.533333,0.133333,0,0.992126,0.301332
17326,0,0.533333,0.133333,0,0.992126,0.301332
17327,0,0.533333,0.133333,1,0.992126,0.400132
17328,0,0.533333,0.133333,1,0.992126,0.400132
17329,0,0.533333,0.133333,0,0.992126,0.301332
17330,0,0.533333,0.133333,0,0.992126,0.301332
17331,0,0.533333,0.2,1,0.992126,0.411479
17332,0,0.533333,0.2,1,0.992126,0.411479
17333,0,0.533333,0.2,1,0.992126,0.411479
17334,0,0.533333,0.2,0,0.992126,0.312679
17335,0,0.533333,0.2,1,0.992126,0.411479
17336,0,0.533333,0.2,0,0.992126,0.312679
17337,0,0.533333,0.2,1,0.992126,0.411479
17338,0,0.533333,0.2,1,0.992126,0.411479
17339,0,0.533333,0.2,0,0.992126,0.312679
17340,0,0.533333,0.2,1,0.992126,0.411479
17341,0,0.533333,0.2,0,0.992126,0.312679
17342,0,0.533333,0.2,1,0.992126,0.411479
17343,0,0.533333,0.2,0,0.992126,0.312679
17344,0,0.533333,0.2,0,0.992126,0.312679
17345,0,0.533333,0.2,1,0.992126,0.411479
17346,0,0.533333,0.2,0,0.992126,0.312679
17347,0,0.533333,0.2,0,0.992126,0.312679
17348,0,0.533333,0.2,0,0.992126,0.312679
17349,0,0.533333,0.2,1,0.992126,0.411479
17350,0,0.533333,0.2,1,0.992126,0.411479
17351,0,0.533333,0.2,0,0.992126,0.312679
17352,0,0.533333,0.2,0,0.992126,0.312679
17353,0,0.533333,0.2,0,0.992126,0.312679
17354,0,0.533333,0.2,0,0.992126,0.312679
17355,0,0.533333,0.266667,1,0.992126,0.422825
17356,0,0.533333,0.266667,1,0.992126,0.422825
17357,0,0.533333,0.266667,0,0.992126,0.324025
17358,0,0.533333,0.266667,0,0.992126,0.324025
17359,0,0,0.266667,1,0.992126,0.342612
17360,0,0,0.266667,1,0.992126,0.342612
17361,0,0,0.266667,0,0.992126,0.243812
17362,0,0,0.266667,1,0.992126,0.342612
17363,0,0,0.266667,0,0.992126,0.243812
17364,0,0,0.266667,1,0.992126,0.342612
17365,0,0,0.266667,1,0.992126,0.342612
17366,0,0,0.266667,1,0.992126,0.342612
17367,0,0,0.266667,0,0.992126,0.243812
17368,0,0,0.266667,1,0.992126,0.342612
17369,0,0,0.266667,0,0.992126,0.243812
17370,0,0,0.266667,1,0.992126,0.342612
17371,0,0,0.266667,1,0.992126,0.342612
17372,0,0,0.266667,1,0.992126,0.342612
17373,0,0,0.266667,0,0.992126,0.243812
17374,0,0,0.266667,0,0.992126,0.243812
17375,0,0,0.266667,0,0.992126,0.243812
17376,0,0,0.266667,1,0.992126,0.342612
17377,0,0,0.266667,1,0.992126,0.342612
17378,0,0,0.266667,1,0.992126,0.342612
17379,0,0,0.333333,0,0.992126,0.255159
17380,0,0,0.333333,0,0.992126,0.255159
17381,0,0,0.333333,0,0.992126,0.255159
17382,0,0,0.333333,0,0.992126,0.255159
17383,0,0,0.333333,0,0.992126,0.255159
17384,0,0,0.333333,1,0.992126,0.353959
17385,0,0,0.333333,0,0.992126,0.255159
17386,0,0,0.333333,1,0.992126,0.353959
17387,0,0,0.333333,1,0.992126,0.353959
17388,0,0,0.333333,0,0.992126,0.255159
17389,0,0,0.333333,1,0.992126,0.353959
17390,0,0,0.333333,1,0.992126,0.353959
17391,0,0,0.333333,0,0.992126,0.255159
17392,0,0,0.333333,1,0.992126,0.353959
17393,0,0,0.333333,1,0.992126,0.353959
17394,0,0,0.333333,1,0.992126,0.353959
17395,0,0,0.333333,1,0.992126,0.353959
17396,0,0,0.333333,0,0.992126,0.255159
17397,0,0,0.333333,0,0.992126,0.255159
17398,0,0,0.333333,0,0.992126,0.255159
17399,0,0,0.333333,1,0.992126,0.353959
17400,0,0,0.333333,0,0.992126,0.255159
17401,0,0,0.333333,0,0.992126,0.255159
17402,0,0,0.333333,1,0.992126,0.353959
17403,0,0,0.4,0,0.992126,0.266505
17404,0,0,0.4,1,0.992126,0.365305
17405,0,0,0.4,1,0.992126,0.365305
17406,0,0,0.4,1,0.992126,0.365305
17407,0,0,0.4,1,0.992126,0.365305
17408,0,0,0.4,0,0.992126,0.266505
17409,0,0,0.4,1,0.992126,0.365305
17410,0,0,0.4,0,0.992126,0.266505
17411,0,0,0.4,1,0.992126,0.365305
17412,0,0,0.4,0,0.992126,0.266505
17413,0,0,0.4,1,0.992126,0.365305
17414,0,0,0.4,0,0.992126,0.266505
17415,0,0,0.4,1,0.992126,0.365305
17416,0,0,0.4,0,0.992126,0.266505
17417,0,0,0.4,1,0.992126,0.365305
17418,0,0,0.4,1,0.992126,0.365305
17419,0,0,0.4,1,0.992126,0.365305
17420,0,0,0.4,0,0.992126,0.266505
17421,0,0,0.4,1,0.992126,0.365305
17422,0,0,0.4,0,0.992126,0.266505
17423,0,0,0.4,0,0.992126,0.266505
17424,0,0,0.4,0,0.992126,0.266505
17425,0,0,0.4,0,0.992126,0.266505
17426,0,0,0.4,0,0.992126,0.266505
17427,0,0,0.466667,0,0.992126,0.277852
17428,0,0,0.466667,0,0.992126,0.277852
17429,0,0,0.466667,0,0.992126,0.277852
17430,0,0,0.466667,1,0.992126,0.376652
17431,0,0,0.466667,1,0.992126,0.376652
17432,0,0,0.466667,1,0.992126,0.376652
17433,0,0,0.466667,0,0.992126,0.277852
17434,0,0,0.466667,0,0.992126,0.277852
17435,0,0,0.466667,1,0.992126,0.376652
17436,0,0,0.466667,1,0.992126,0.376652
17437,0,0,0.466667,1,0.992126,0.376652
17438,0,0,0.466667,0,0.992126,0.277852
17439,0,0,0.466667,0,0.992126,0.277852
17440,0,0,0.466667,1,0.992126,0.376652
17441,0,0,0.466667,1,0.992126,0.376652
17442,0,0,0.466667,0,0.992126,0.277852
17443,0,0,0.466667,0,0.992126,0.277852
17444,0,0,0.466667,0,0.992126,0.277852
17445,0,0,0.466667,0,0.992126,0.277852
17446,0,0,0.466667,1,0.992126,0.376652
17447,0,0,0.466667,0,0.992126,0.277852
17448,0,0,0.466667,1,0.992126,0.376652
17449,0,0,0.466667,1,0.992126,0.376652
17450,0,0,0.466667,0,0.992126,0.277852
17451,0,0,0.533333,1,0.992126,0.387999
17452,0,0,0.533333,0,0.992126,0.289199
17453,0,0,0.533333,1,0.992126,0.387999
17454,0,0,0.533333,0,0.992126,0.289199
17455,0,0,0.533333,0,0.992126,0.289199
17456,0,0,0.533333,1,0.992126,0.387999
17457,0,0,0.533333,1,0.992126,0.387999
17458,0,0,0.533333,0,0.992126,0.289199
17459,0,0,0.533333,0,0.992126,0.289199
17460,0,0,0.533333,1,0.992126,0.387999
17461,0,0,0.533333,1,0.992126,0.387999
17462,0,0,0.533333,0,0.992126,0.289199
17463,0,0,0.533333,0,0.992126,0.289199
17464,0,0,0.533333,0,0.992126,0.289199
17465,0,0,0.533333,0,0.992126,0.289199
17466,0,0,0.533333,1,0.992126,0.387999
17467,0,0.533333,0.533333,1,0.992126,0.468212
17468,0,0.533333,0.533333,0,0.992126,0.369412
17469,0,0.533333,0.533333,1,0.992126,0.468212
17470,0,0.533333,0.533333,0,0.992126,0.369412
17471,0,0.533333,0.533333,1,0.992126,0.468212
17472,0,0.533333,0.533333,0,0.992126,0.369412
17473,0,0.533333,0.533333,1,0.992126,0.468212
17474,0,0.533333,0.533333,0,0.992126,0.369412
17475,0,0.533333,0.6,1,0.992126,0.479558
17476,0,0.533333,0.6,1,0.992126,0.479558
17477,0,0.533333,0.6,1,0.992126,0.479558
17478,0,0.533333,0.6,0,0.992126,0.380759
17479,0,0.533333,0.6,1,0.992126,0.479558
17480,0,0.533333,0.6,0,0.992126,0.380759
17481,0,0.533333,0.6,0,0.992126,0.380759
17482,0,0.533333,0.6,0,0.992126,0.380759
17483,0,0.533333,0.6,1,0.992126,0.479558
17484,0,0.533333,0.6,0,0.992126,0.380759
17485,0,0.533333,0.6,0,0.992126,0.380759
17486,0,0.533333,0.6,0,0.992126,0.380759
17487,0,0.533333,0.6,0,0.992126,0.380759
17488,0,0.533333,0.6,1,0.992126,0.479558
17489,0,0.533333,0.6,1,0.992126,0.479558
17490,0,0.533333,0.6,0,0.992126,0.380759
17491,0,0.533333,0.6,0,0.992126,0.380759
17492,0,0.533333,0.6,0,0.992126,0.380759
17493,0,0.533333,0.6,1,0.992126,0.479558
17494,0,0.533333,0.6,1,0.992126,0.479558
17495,0,0.533333,0.6,0,0.992126,0.380759
17496,0,0.533333,0.6,0,0.992126,0.380759
17497,0,0.533333,0.6,1,0.992126,0.479558
17498,0,0.533333,0.6,1,0.992126,0.479558
17499,0,0.533333,0.666667,0,0.992126,0.392105
17500,0,0.533333,0.666667,1,0.992126,0.490905
17501,0,0.533333,0.666667,1,0.992126,0.490905
17502,0,0.533333,0.666667,0,0.992126,0.392105
17503,0,0.533333,0.666667,1,0.992126,0.490905
17504,0,0.533333,0.666667,0,0.992126,0.392105
17505,0,0.533333,0.666667,1,0.992126,0.490905
