sample,pulse1,pulse2,triangle,noise,dmc,mixed
0,0,0,0,1,0.503937,0.199587
1,0,0,0,1,0.519685,0.202737
2,0,0,0,1,0.535433,0.205887
3,0,0,0,1,0.535433,0.205887
4,0,0,0,1,0.551181,0.209036
5,0,0,0,1,0.566929,0.212186
6,0,0,0,1,0.566929,0.212186
7,0,0,0,1,0.582677,0.215335
8,0,0,0,1,0.598425,0.218485
9,0,0,0,1,0.598425,0.218485
10,0,0,0,1,0.614173,0.221635
11,0,0,0,1,0.629921,0.224784
12,0,0,0,0,0.645669,0.129134
13,0,0,0,1,0.645669,0.227934
14,0,0,0,1,0.661417,0.231083
15,0,0,0,1,0.677165,0.234233
16,0,0,0,1,0.677165,0.234233
17,0,0,0,1,0.692913,0.237383
18,0,0,0,1,0.708661,0.240532
19,0,0,0,1,0.708661,0.240532
20,0,0,0,1,0.724409,0.243682
21,0,0,0,1,0.740157,0.246831
22,0,0,0,1,0.755906,0.249981
23,0,0,0,1,0.755906,0.249981
24,0,0,0,0,0.771654,0.154331
25,0,0,0,0,0.787402,0.15748
26,0,0,0,1,0.787402,0.25628
27,0,0,0,1,0.80315,0.25943
28,0,0,0,1,0.818898,0.26258
29,0,0,0,1,0.818898,0.26258
30,0,0,0,1,0.834646,0.265729
31,0,0,0,1,0.850394,0.268879
32,0,0,0,1,0.866142,0.272028
33,0,0,0,1,0.866142,0.272028
34,0,0,0,1,0.88189,0.275178
35,0,0,0,1,0.897638,0.278328
36,0,0,0,0,0.897638,0.179528
37,0,0,0,1,0.913386,0.281477
38,0,0,0,0,0.929134,0.185827
39,0,0,0,1,0.929134,0.284627
40,0,0,0,1,0.944882,0.287776
41,0,0,0,1,0.96063,0.290926
42,0,0,0,1,0.976378,0.294076
43,0,0,0,1,0.976378,0.294076
44,0,0,0,1,0.992126,0.297225
45,0,0,0,1,0.992126,0.297225
46,0,0,0,1,0.992126,0.297225
47,0,0,0,1,0.992126,0.297225
48,0,0,0,0,0.992126,0.198425
49,0,0,0,0,0.992126,0.198425
50,0,0,0,0,0.992126,0.198425
51,0,0,0,1,0.992126,0.297225
52,0,0,0,1,0.992126,0.297225
53,0,0,0,1,0.992126,0.297225
54,0,0,0,1,0.992126,0.297225
55,0,0,0,1,0.992126,0.297225
56,0,0,0,1,0.992126,0.297225
57,0,0,0,1,0.992126,0.297225
58,0,0,0,1,0.992126,0.297225
59,0,0,0,1,0.992126,0.297225
60,0,0,0,0,0.992126,0.198425
61,0,0,0,1,0.992126,0.297225
62,0,0,0,1,0.992126,0.297225
63,0,0,0,0,0.992126,0.198425
64,0,0,0,1,0.992126,0.297225
65,0,0,0,1,0.992126,0.297225
66,0,0,0,1,0.992126,0.297225
67,0,0,0,1,0.992126,0.297225
68,0,0,0,1,0.992126,0.297225
69,0,0,0,1,0.992126,0.297225
70,0,0,0,1,0.992126,0.297225
71,0,0,0,1,0.992126,0.297225
72,0,0,0,0,0.992126,0.198425
73,0,0,0,1,0.992126,0.297225
74,0,0,0,1,0.992126,0.297225
75,0,0,0,0,0.992126,0.198425
76,0,0,0,0,0.992126,0.198425
77,0,0,0,1,0.992126,0.297225
78,0,0,0,1,0.992126,0.297225
79,0,0,0,1,0.992126,0.297225
80,0,0,0,1,0.992126,0.297225
81,0,0,0,1,0.992126,0.297225
82,0,0,0,1,0.992126,0.297225
83,0,0,0,0,0.992126,0.198425
84,0,0,0,1,0.992126,0.297225
85,0,0,0,0,0.992126,0.198425
86,0,0,0,1,0.992126,0.297225
87,0,0,0,0,0.992126,0.198425
88,0,0,0,1,0.992126,0.297225
89,0,0,0,1,0.992126,0.297225
90,0,0,0,1,0.992126,0.297225
91,0,0,0,1,0.992126,0.297225
92,0,0,0,1,0.992126,0.297225
93,0,0,0,1,0.992126,0.297225
94,1,0,0,1,0.992126,0.447625
95,1,0,0,0,0.992126,0.348825
96,1,0,0,0,0.992126,0.348825
97,1,0,0,0,0.992126,0.348825
98,1,0,0,0,0.992126,0.348825
99,1,0,0,0,0.992126,0.348825
100,1,0,0,0,0.992126,0.348825
101,1,0,0,0,0.992126,0.348825
102,1,0,0,1,0.992126,0.447625
103,1,0,0,1,0.992126,0.447625
104,1,0,0,1,0.992126,0.447625
105,1,0,0,1,0.992126,0.447625
106,1,0,0,1,0.992126,0.447625
107,1,0,0,0,0.992126,0.348825
108,1,0,0,1,0.992126,0.447625
109,1,0,0,1,0.992126,0.447625
110,1,0,0,1,0.992126,0.447625
111,1,0,0,1,0.992126,0.447625
112,1,0,0,1,0.992126,0.447625
113,1,0,0,1,0.992126,0.447625
114,1,0,0,0,0.992126,0.348825
115,1,0,0,1,0.992126,0.447625
116,1,0,0,1,0.992126,0.447625
117,1,0,0,1,0.992126,0.447625
118,1,0,0,1,0.992126,0.447625
119,1,0,0,0,0.992126,0.348825
120,1,0,0,0,0.992126,0.348825
121,1,0,0,1,0.992126,0.447625
122,1,0,0,1,0.992126,0.447625
123,1,0,0,1,0.992126,0.447625
124,1,0,0,1,0.992126,0.447625
125,1,0,0,1,0.992126,0.447625
126,1,0,0,0,0.992126,0.348825
127,1,0,0,0,0.992126,0.348825
128,1,0,0,1,0.992126,0.447625
129,1,0,0,1,0.992126,0.447625
130,1,0,0,1,0.992126,0.447625
131,1,0,0,0,0.992126,0.348825
132,1,0,0,1,0.992126,0.447625
133,1,0,0,1,0.992126,0.447625
134,1,0,0,1,0.992126,0.447625
135,1,0,0,1,0.992126,0.447625
136,1,0,0,1,0.992126,0.447625
137,1,0,0,1,0.992126,0.447625
138,1,0,0,0,0.992126,0.348825
139,1,0,0,0,0.992126,0.348825
140,1,0,0,1,0.992126,0.447625
141,1,0,0,1,0.992126,0.447625
142,1,0,0,1,0.992126,0.447625
143,1,0,0,0,0.992126,0.348825
144,1,0,0,0,0.992126,0.348825
145,1,0,0,0,0.992126,0.348825
146,1,0,0,1,0.992126,0.447625
147,1,0,0,1,0.992126,0.447625
148,1,0,0,1,0.992126,0.447625
149,1,0,0,1,0.992126,0.447625
150,1,0,0,0,0.992126,0.348825
151,1,0,0,0,0.992126,0.348825
152,1,0,0,0,0.992126,0.348825
153,1,0,0,1,0.992126,0.447625
154,1,0,0,1,0.992126,0.447625
155,1,0,0,1,0.992126,0.447625
156,1,0,0,1,0.992126,0.447625
157,1,0,0,1,0.992126,0.447625
158,1,0,0,0,0.992126,0.348825
159,1,0,0,1,0.992126,0.447625
160,1,0,0,1,0.992126,0.447625
161,1,0,0,0,0.992126,0.348825
162,1,0,0,1,0.992126,0.447625
163,1,0,0,1,0.992126,0.447625
164,1,0,0,1,0.992126,0.447625
165,1,0,0,0,0.992126,0.348825
166,1,0,0,0,0.992126,0.348825
167,1,0,0,0,0.992126,0.348825
168,1,0,0,1,0.992126,0.447625
169,1,0,0,1,0.992126,0.447625
170,1,0,0,0,0.992126,0.348825
171,1,0,0,0,0.992126,0.348825
172,1,0,0,1,0.992126,0.447625
173,1,0,0,0,0.992126,0.348825
174,1,0,0,0,0.992126,0.348825
175,1,0,0,1,0.992126,0.447625
176,1,0,0,1,0.992126,0.447625
177,1,0,0,0,0.992126,0.348825
178,1,0,0,0,0.992126,0.348825
179,1,0,0,1,0.992126,0.447625
180,1,0,0,0,0.992126,0.348825
181,1,0,0,1,0.992126,0.447625
182,1,0,0,0,0.992126,0.348825
183,1,1,0.533333,0,0.992126,0.589998
184,1,1,0.533333,1,0.992126,0.688798
185,1,1,0.533333,0,0.992126,0.589998
186,1,1,0.533333,1,0.992126,0.688798
187,1,1,0.533333,0,0.992126,0.589998
188,1,1,0.533333,1,0.992126,0.688798
189,0,1,0.533333,1,0.992126,0.538399
190,0,1,0.533333,1,0.992126,0.538399
191,0,1,0.466667,0,0.992126,0.428252
192,0,1,0.466667,0,0.992126,0.428252
193,0,1,0.466667,0,0.992126,0.428252
194,0,1,0.466667,0,0.992126,0.428252
195,0,1,0.466667,0,0.992126,0.428252
196,0,1,0.466667,0,0.992126,0.428252
197,0,1,0.466667,0,0.992126,0.428252
198,0,1,0.466667,0,0.992126,0.428252
199,0,1,0.466667,0,0.992126,0.428252
200,0,1,0.466667,0,0.992126,0.428252
201,0,1,0.466667,0,0.992126,0.428252
202,0,1,0.466667,1,0.992126,0.527052
203,0,1,0.466667,0,0.992126,0.428252
204,0,1,0.466667,1,0.992126,0.527052
205,0,1,0.466667,1,0.992126,0.527052
206,0,1,0.466667,1,0.992126,0.527052
207,0,1,0.466667,1,0.992126,0.527052
208,0,1,0.466667,1,0.992126,0.527052
209,0,1,0.466667,1,0.992126,0.527052
210,0,1,0.466667,1,0.992126,0.527052
211,0,1,0.466667,1,0.992126,0.527052
212,0,1,0.466667,1,0.992126,0.527052
213,0,1,0.466667,1,0.992126,0.527052
214,0,1,0.466667,0,0.992126,0.428252
215,0,1,0.4,0,0.992126,0.416905
216,0,1,0.4,0,0.992126,0.416905
217,0,1,0.4,1,0.992126,0.515705
218,0,1,0.4,1,0.992126,0.515705
219,0,1,0.4,1,0.992126,0.515705
220,0,1,0.4,1,0.992126,0.515705
221,0,1,0.4,1,0.992126,0.515705
222,0,1,0.4,1,0.992126,0.515705
223,0,1,0.4,1,0.992126,0.515705
224,0,1,0.4,1,0.992126,0.515705
225,0,1,0.4,1,0.992126,0.515705
226,0,1,0.4,0,0.992126,0.416905
227,0,1,0.4,1,0.992126,0.515705
228,0,1,0.4,0,0.992126,0.416905
229,0,1,0.4,1,0.992126,0.515705
230,0,1,0.4,1,0.992126,0.515705
231,0,1,0.4,1,0.992126,0.515705
232,0,1,0.4,1,0.992126,0.515705
233,0,1,0.4,1,0.992126,0.515705
234,0,1,0.4,1,0.992126,0.515705
235,0,1,0.4,1,0.992126,0.515705
236,0,1,0.4,1,0.992126,0.515705
237,0,1,0.4,1,0.992126,0.515705
238,0,1,0.4,0,0.992126,0.416905
239,0,1,0.333333,1,0.992126,0.504359
240,0,1,0.333333,0,0.992126,0.405559
241,0,1,0.333333,0,0.992126,0.405559
242,0,1,0.333333,1,0.992126,0.504359
243,0,1,0.333333,1,0.992126,0.504359
244,0,1,0.333333,1,0.992126,0.504359
245,0,1,0.333333,1,0.992126,0.504359
246,0,1,0.333333,1,0.992126,0.504359
247,0,1,0.333333,1,0.992126,0.504359
248,0,1,0.333333,1,0.992126,0.504359
249,0,1,0.333333,1,0.992126,0.504359
250,0,1,0.333333,1,0.992126,0.504359
251,0,1,0.333333,0,0.992126,0.405559
252,0,1,0.333333,0,0.992126,0.405559
253,0,1,0.333333,1,0.992126,0.504359
254,0,1,0.333333,0,0.992126,0.405559
255,0,1,0.333333,1,0.992126,0.504359
256,0,1,0.333333,1,0.992126,0.504359
257,0,1,0.333333,1,0.992126,0.504359
258,0,1,0.333333,1,0.992126,0.504359
259,0,1,0.333333,1,0.992126,0.504359
260,0,1,0.333333,1,0.992126,0.504359
261,0,1,0.333333,0,0.992126,0.405559
262,0,1,0.333333,0,0.992126,0.405559
263,0,1,0.266667,0,0.992126,0.394212
264,0,1,0.266667,1,0.992126,0.493012
265,0,1,0.266667,0,0.992126,0.394212
266,0,1,0.266667,0,0.992126,0.394212
267,0,1,0.266667,1,0.992126,0.493012
268,0,1,0.266667,1,0.992126,0.493012
269,0,1,0.266667,1,0.992126,0.493012
270,0,1,0.266667,1,0.992126,0.493012
271,0,1,0.266667,1,0.992126,0.493012
272,0,1,0.266667,1,0.992126,0.493012
273,0,1,0.266667,0,0.992126,0.394212
274,0,1,0.266667,1,0.992126,0.493012
275,0,1,0.266667,1,0.992126,0.493012
276,0,1,0.266667,0,0.992126,0.394212
277,0,1,0.266667,0,0.992126,0.394212
278,0,1,0.266667,1,0.992126,0.493012
279,0,1,0.266667,0,0.992126,0.394212
280,0,1,0.266667,1,0.992126,0.493012
281,0,1,0.266667,1,0.992126,0.493012
282,0,1,0.266667,1,0.992126,0.493012
283,0,1,0.266667,1,0.992126,0.493012
284,0,1,0.266667,1,0.992126,0.493012
285,0,1,0.266667,0,0.992126,0.394212
286,0,1,0.266667,0,0.992126,0.394212
287,0,1,0.2,1,0.992126,0.481665
288,0,1,0.2,0,0.992126,0.382865
289,0,1,0.2,0,0.992126,0.382865
290,0,1,0.2,1,0.992126,0.481665
291,0,1,0.2,0,0.992126,0.382865
292,0,1,0.2,0,0.992126,0.382865
293,0,1,0.2,1,0.992126,0.481665
294,0,1,0.2,1,0.992126,0.481665
295,0,1,0.2,1,0.992126,0.481665
296,0,1,0.2,1,0.992126,0.481665
297,0,1,0.2,0,0.992126,0.382865
298,0,1,0.2,1,0.992126,0.481665
299,0,1,0.2,0,0.992126,0.382865
300,0,1,0.2,0,0.992126,0.382865
301,0,1,0.2,0,0.992126,0.382865
302,0,1,0.2,0,0.992126,0.382865
303,0,1,0.2,0,0.992126,0.382865
304,0,1,0.2,1,0.992126,0.481665
305,0,1,0.2,0,0.992126,0.382865
306,0,1,0.2,1,0.992126,0.481665
307,0,1,0.2,1,0.992126,0.481665
308,0,1,0.2,1,0.992126,0.481665
309,0,1,0.2,0,0.992126,0.382865
310,0,1,0.2,0,0.992126,0.382865
311,0,1,0.133333,1,0.992126,0.470318
312,0,1,0.133333,1,0.992126,0.470318
313,0,1,0.133333,1,0.992126,0.470318
314,0,1,0.133333,1,0.992126,0.470318
315,0,1,0.133333,1,0.992126,0.470318
316,0,1,0.133333,0,0.992126,0.371518
317,0,1,0.133333,0,0.992126,0.371518
318,0,1,0.133333,1,0.992126,0.470318
319,0,1,0.133333,1,0.992126,0.470318
320,0,1,0.133333,1,0.992126,0.470318
321,0,1,0.133333,0,0.992126,0.371518
322,0,1,0.133333,1,0.992126,0.470318
323,0,1,0.133333,0,0.992126,0.371518
324,0,1,0.133333,1,0.992126,0.470318
325,0,0,0.133333,1,0.992126,0.319919
326,0,0,0.133333,1,0.992126,0.319919
327,0,0,0.133333,1,0.992126,0.319919
328,0,0,0.133333,1,0.992126,0.319919
329,0,0,0.133333,1,0.992126,0.319919
330,0,0,0.133333,0,0.992126,0.221119
331,0,0,0.133333,1,0.992126,0.319919
332,0,0,0.133333,1,0.992126,0.319919
333,0,0,0.133333,0,0.992126,0.221119
334,0,0,0.133333,1,0.992126,0.319919
335,0,0,0.0666667,0,0.992126,0.209772
336,0,0,0.0666667,0,0.992126,0.209772
337,0,0,0.0666667,1,0.992126,0.308572
338,0,0,0.0666667,1,0.992126,0.308572
339,0,0,0.0666667,0,0.992126,0.209772
340,0,0,0.0666667,0,0.992126,0.209772
341,0,0,0.0666667,1,0.992126,0.308572
342,0,0,0.0666667,0,0.992126,0.209772
343,0,0,0.0666667,0,0.992126,0.209772
344,0,0,0.0666667,0,0.992126,0.209772
345,0,0,0.0666667,1,0.992126,0.308572
346,0,0,0.0666667,0,0.992126,0.209772
347,0,0,0.0666667,0,0.992126,0.209772
348,0,0,0.0666667,1,0.992126,0.308572
349,0,0,0.0666667,0,0.992126,0.209772
350,0,0,0.0666667,1,0.992126,0.308572
351,0,0,0.0666667,0,0.992126,0.209772
352,0,0,0.0666667,1,0.992126,0.308572
353,0,0,0.0666667,0,0.992126,0.209772
354,0,0,0.0666667,0,0.992126,0.209772
355,0,0,0.0666667,1,0.992126,0.308572
356,0,0,0.0666667,0,0.992126,0.209772
357,0,0,0.0666667,0,0.992126,0.209772
358,0,0,0.0666667,0,0.992126,0.209772
359,0,0,0,1,0.992126,0.297225
360,0,0,0,0,0.992126,0.198425
361,0,0,0,0,0.992126,0.198425
362,0,0,0,1,0.992126,0.297225
363,0,0,0,0,0.992126,0.198425
364,0,0,0,0,0.992126,0.198425
365,0,0,0,0,0.992126,0.198425
366,0,0,0,1,0.992126,0.297225
367,0,0,0,0,0.992126,0.198425
368,0,0,0,1,0.992126,0.297225
369,0,0,0,1,0.992126,0.297225
370,0,0,0,1,0.992126,0.297225
371,0,0,0,0,0.992126,0.198425
372,0,0,0,1,0.992126,0.297225
373,0,0,0,1,0.992126,0.297225
374,0,0,0,0,0.992126,0.198425
375,0,0,0,0,0.992126,0.198425
376,0,0,0,1,0.992126,0.297225
377,0,0,0,1,0.992126,0.297225
378,0,0,0,0,0.992126,0.198425
379,0,0,0,1,0.992126,0.297225
380,0,0,0,0,0.992126,0.198425
381,0,0,0,1,0.992126,0.297225
382,0,0,0,1,0.992126,0.297225
383,0,0,0,1,0.992126,0.297225
384,0,0,0,0,0.992126,0.198425
385,0,0,0,1,0.992126,0.297225
386,0,0,0,0,0.992126,0.198425
387,0,0,0,1,0.992126,0.297225
388,0,0,0,0,0.992126,0.198425
389,0,0,0,0,0.992126,0.198425
390,0,0,0,1,0.992126,0.297225
391,0,0,0,0,0.992126,0.198425
392,0,0,0,0,0.992126,0.198425
393,0,0,0,0,0.992126,0.198425
394,0,0,0,1,0.992126,0.297225
395,0,0,0,0,0.992126,0.198425
396,0,0,0,0,0.992126,0.198425
397,0,0,0,0,0.992126,0.198425
398,0,0,0,0,0.992126,0.198425
399,0,0,0,0,0.992126,0.198425
400,0,0,0,0,0.992126,0.198425
401,0,0,0,0,0.992126,0.198425
402,0,0,0,0,0.992126,0.198425
403,0,0,0,0,0.992126,0.198425
404,0,0,0,1,0.992126,0.297225
405,0,0,0,1,0.992126,0.297225
406,0,0,0,0,0.992126,0.198425
407,0,0,0.0666667,1,0.992126,0.308572
408,0,0,0.0666667,1,0.992126,0.308572
409,0,0,0.0666667,1,0.992126,0.308572
410,0,0,0.0666667,1,0.992126,0.308572
411,0,0,0.0666667,1,0.992126,0.308572
412,0,0,0.0666667,1,0.992126,0.308572
413,0,0,0.0666667,1,0.992126,0.308572
414,0,0,0.0666667,1,0.992126,0.308572
415,0,0,0.0666667,1,0.992126,0.308572
416,0,0,0.0666667,0,0.992126,0.209772
417,0,0,0.0666667,0,0.992126,0.209772
418,0,0,0.0666667,1,0.992126,0.308572
419,0,0,0.0666667,0,0.992126,0.209772
420,0,0,0.0666667,1,0.992126,0.308572
421,0,0,0.0666667,1,0.992126,0.308572
422,0,0,0.0666667,1,0.992126,0.308572
423,0,0,0.0666667,1,0.992126,0.308572
424,0,0,0.0666667,1,0.992126,0.308572
425,0,0,0.0666667,1,0.992126,0.308572
426,0,0,0.0666667,1,0.992126,0.308572
427,0,0,0.0666667,1,0.992126,0.308572
428,0,0,0.0666667,0,0.992126,0.209772
429,0,0,0.0666667,0,0.992126,0.209772
430,0,0,0.0666667,0,0.992126,0.209772
431,0,0,0.133333,0,0.992126,0.221119
432,0,0,0.133333,0,0.992126,0.221119
433,0,0,0.133333,1,0.992126,0.319919
434,0,0,0.133333,1,0.992126,0.319919
435,0,0,0.133333,1,0.992126,0.319919
436,0,0,0.133333,1,0.992126,0.319919
437,0,0,0.133333,1,0.992126,0.319919
438,0,0,0.133333,1,0.992126,0.319919
439,0,0,0.133333,0,0.992126,0.221119
440,0,0,0.133333,1,0.992126,0.319919
441,0,0,0.133333,1,0.992126,0.319919
442,0,0,0.133333,1,0.992126,0.319919
443,0,0,0.133333,1,0.992126,0.319919
444,0,0,0.133333,1,0.992126,0.319919
445,0,0,0.133333,1,0.992126,0.319919
446,0,0,0.133333,1,0.992126,0.319919
447,0,0,0.133333,1,0.992126,0.319919
448,0,0,0.133333,1,0.992126,0.319919
449,0,0,0.133333,1,0.992126,0.319919
450,0,0,0.133333,1,0.992126,0.319919
451,0,0,0.133333,0,0.992126,0.221119
452,0,0,0.133333,0,0.992126,0.221119
453,0,0,0.133333,1,0.992126,0.319919
454,0,0,0.133333,1,0.992126,0.319919
455,0,0,0.2,1,0.992126,0.331265
456,0,0,0.2,0,0.992126,0.232465
457,0,0,0.2,0,0.992126,0.232465
458,0,0,0.2,1,0.992126,0.331265
459,0,0,0.2,1,0.992126,0.331265
460,0,0,0.2,1,0.992126,0.331265
461,0,0,0.2,1,0.992126,0.331265
462,0,0,0.2,1,0.992126,0.331265
463,0,0,0.2,0,0.992126,0.232465
464,0,0,0.2,1,0.992126,0.331265
465,0,0,0.2,0,0.992126,0.232465
466,0,0,0.2,1,0.992126,0.331265
467,0,0,0.2,1,0.992126,0.331265
468,0,0,0.2,0,0.992126,0.232465
469,0,0,0.2,1,0.992126,0.331265
470,0,0,0.2,0,0.992126,0.232465
471,0,0,0.2,1,0.992126,0.331265
472,0,0,0.2,1,0.992126,0.331265
473,0,0,0.2,1,0.992126,0.331265
474,0,0,0.2,1,0.992126,0.331265
475,0,0,0.2,0,0.992126,0.232465
476,0,0,0.2,0,0.992126,0.232465
477,0,0,0.2,0,0.992126,0.232465
478,0,0,0.2,1,0.992126,0.331265
479,0,0,0.266667,1,0.992126,0.342612
480,0,0,0.266667,0,0.992126,0.243812
481,0,0,0.266667,0,0.992126,0.243812
482,0,0,0.266667,0,0.992126,0.243812
483,0,0,0.266667,0,0.992126,0.243812
484,0,0,0.266667,1,0.992126,0.342612
485,0,0,0.266667,1,0.992126,0.342612
486,0,0,0.266667,1,0.992126,0.342612
487,0,0,0.266667,0,0.992126,0.243812
488,0,0,0.266667,1,0.992126,0.342612
489,0,0,0.266667,1,0.992126,0.342612
490,0,0,0.266667,0,0.992126,0.243812
491,0,0,0.266667,1,0.992126,0.342612
492,0,0,0.266667,0,0.992126,0.243812
493,0,0,0.266667,1,0.992126,0.342612
494,0,0,0.266667,1,0.992126,0.342612
495,0,0,0.266667,0,0.992126,0.243812
496,0,0,0.266667,1,0.992126,0.342612
497,0,0,0.266667,1,0.992126,0.342612
498,0,0,0.266667,1,0.992126,0.342612
499,0,0,0.266667,0,0.992126,0.243812
500,0,0,0.266667,1,0.992126,0.342612
501,0,0,0.266667,1,0.992126,0.342612
502,0,0,0.266667,0,0.992126,0.243812
503,0,0,0.333333,0,0.992126,0.255159
504,0,0,0.333333,0,0.992126,0.255159
505,0,0,0.333333,0,0.992126,0.255159
506,0,0,0.333333,1,0.992126,0.353959
507,0,0,0.333333,0,0.992126,0.255159
508,0,0,0.333333,0,0.992126,0.255159
509,0,0,0.333333,1,0.992126,0.353959
510,0,0,0.333333,1,0.992126,0.353959
511,0,0,0.333333,1,0.992126,0.353959
512,0,0,0.333333,0,0.992126,0.255159
513,0,0,0.333333,1,0.992126,0.353959
514,0,0,0.333333,0,0.992126,0.255159
515,0,0,0.333333,1,0.992126,0.353959
516,0,0,0.333333,1,0.992126,0.353959
517,0,0,0.333333,0,0.992126,0.255159
518,0,0,0.333333,1,0.992126,0.353959
519,0,0,0.333333,0,0.992126,0.255159
520,0,0,0.333333,1,0.992126,0.353959
521,0,0,0.333333,0,0.992126,0.255159
522,0,0,0.333333,0,0.992126,0.255159
523,0,0,0.333333,0,0.992126,0.255159
524,0,0,0.333333,0,0.992126,0.255159
525,0,0,0.333333,0,0.992126,0.255159
526,0,0,0.333333,0,0.992126,0.255159
527,0,0,0.4,0,0.992126,0.266505
528,0,0,0.4,1,0.992126,0.365305
529,0,0,0.4,0,0.992126,0.266505
530,0,0,0.4,0,0.992126,0.266505
531,0,0,0.4,0,0.992126,0.266505
532,0,0,0.4,0,0.992126,0.266505
533,0,0,0.4,0,0.992126,0.266505
534,0,0,0.4,0,0.992126,0.266505
535,0,0,0.4,1,0.992126,0.365305
536,0,0,0.4,1,0.992126,0.365305
537,0,0,0.4,1,0.992126,0.365305
538,0,0,0.4,1,0.992126,0.365305
539,0,0,0.4,0,0.992126,0.266505
540,0,0,0.4,1,0.992126,0.365305
541,0,0,0.4,0,0.992126,0.266505
542,0,1,0.4,1,0.992126,0.515705
543,0,1,0.4,1,0.992126,0.515705
544,0,1,0.4,1,0.992126,0.515705
545,0,1,0.4,1,0.992126,0.515705
546,0,1,0.4,1,0.992126,0.515705
547,0,1,0.4,0,0.992126,0.416905
548,0,1,0.4,1,0.992126,0.515705
549,0,1,0.4,1,0.992126,0.515705
550,0,1,0.4,1,0.992126,0.515705
551,0,1,0.466667,0,0.992126,0.428252
552,0,1,0.466667,0,0.992126,0.428252
553,0,1,0.466667,0,0.992126,0.428252
554,0,1,0.466667,0,0.992126,0.428252
555,0,1,0.466667,1,0.992126,0.527052
556,0,1,0.466667,1,0.992126,0.527052
557,0,1,0.466667,1,0.992126,0.527052
558,0,1,0.466667,1,0.992126,0.527052
559,0,1,0.466667,0,0.992126,0.428252
560,0,1,0.466667,0,0.992126,0.428252
561,0,1,0.466667,1,0.992126,0.527052
562,0,1,0.466667,1,0.992126,0.527052
563,0,1,0.466667,0,0.992126,0.428252
564,0,1,0.466667,1,0.992126,0.527052
565,0,1,0.466667,1,0.992126,0.527052
566,0,1,0.466667,1,0.992126,0.527052
567,0,1,0.466667,1,0.992126,0.527052
568,0,1,0.466667,1,0.992126,0.527052
569,0,1,0.466667,1,0.992126,0.527052
570,0,1,0.466667,1,0.992126,0.527052
571,0,1,0.466667,0,0.992126,0.428252
572,0,1,0.466667,1,0.992126,0.527052
573,0,1,0.466667,1,0.992126,0.527052
574,0,1,0.466667,1,0.992126,0.527052
575,0,1,0.533333,0,0.992126,0.439599
576,0,1,0.533333,0,0.992126,0.439599
577,0,1,0.533333,1,0.992126,0.538399
578,0,1,0.533333,0,0.992126,0.439599
579,0,1,0.533333,0,0.992126,0.439599
580,0,1,0.533333,1,0.992126,0.538399
581,0,1,0.533333,1,0.992126,0.538399
582,0,1,0.533333,1,0.992126,0.538399
583,0,1,0.533333,0,0.992126,0.439599
584,0,1,0.533333,0,0.992126,0.439599
585,0,1,0.533333,0,0.992126,0.439599
586,0,1,0.533333,1,0.992126,0.538399
587,0,1,0.533333,0,0.992126,0.439599
588,0,1,0.533333,1,0.992126,0.538399
589,0,1,0.533333,1,0.992126,0.538399
590,0,1,0.533333,0,0.992126,0.439599
591,0,1,0.533333,1,0.992126,0.538399
592,0,1,0.533333,0,0.992126,0.439599
593,0,1,0.533333,1,0.992126,0.538399
594,0,1,0.533333,1,0.992126,0.538399
595,0,1,0.533333,1,0.992126,0.538399
596,0,1,0.533333,1,0.992126,0.538399
597,0,1,0.533333,1,0.992126,0.538399
598,0,1,0.533333,0,0.992126,0.439599
599,0,1,0.6,0,0.992126,0.450945
600,0,1,0.6,0,0.992126,0.450945
601,0,1,0.6,0,0.992126,0.450945
602,0,1,0.6,0,0.992126,0.450945
603,0,1,0.6,0,0.992126,0.450945
604,0,1,0.6,0,0.992126,0.450945
605,0,1,0.6,0,0.992126,0.450945
606,0,1,0.6,0,0.992126,0.450945
607,0,1,0.6,0,0.992126,0.450945
608,0,1,0.6,1,0.992126,0.549745
609,0,1,0.6,1,0.992126,0.549745
610,0,1,0.6,0,0.992126,0.450945
611,0,1,0.6,1,0.992126,0.549745
612,0,1,0.6,1,0.992126,0.549745
613,0,1,0.6,1,0.992126,0.549745
614,0,1,0.6,1,0.992126,0.549745
615,0,1,0.6,1,0.992126,0.549745
616,0,1,0.6,1,0.992126,0.549745
617,0,1,0.6,0,0.992126,0.450945
618,0,1,0.6,0,0.992126,0.450945
619,0,1,0.6,1,0.992126,0.549745
620,0,1,0.6,0,0.992126,0.450945
621,0,1,0.6,1,0.992126,0.549745
622,0,1,0.6,0,0.992126,0.450945
623,0,1,0.666667,1,0.992126,0.561092
624,0,1,0.666667,1,0.992126,0.561092
625,0,1,0.666667,1,0.992126,0.561092
626,0,1,0.666667,1,0.992126,0.561092
627,0,1,0.666667,1,0.992126,0.561092
628,0,1,0.666667,1,0.992126,0.561092
629,0,1,0.666667,0,0.992126,0.462292
630,0,1,0.666667,1,0.992126,0.561092
631,0,1,0.666667,0,0.992126,0.462292
632,0,1,0.666667,0,0.992126,0.462292
633,0,1,0.666667,0,0.992126,0.462292
634,0,1,0.666667,1,0.992126,0.561092
635,0,1,0.666667,0,0.992126,0.462292
636,0,1,0.666667,1,0.992126,0.561092
637,0,1,0.666667,1,0.992126,0.561092
638,0,1,0.666667,1,0.992126,0.561092
639,0,1,0.666667,1,0.992126,0.561092
